uf,cod_municipio_ibge,cod_municipio_tse,nome_municipio_ibge,nome_municipio_tse
MA,2101251,07129,Bacabeira,BACABEIRA
MA,2101301,07250,Bacuri,BACURI
MA,2101350,07145,Bacurituba,BACURITUBA
MA,2101400,07277,Balsas,BALSAS
MA,2101509,07293,Barão de Grajaú,BARÃO DE GRAJAÚ
MA,2101608,07315,Barra do Corda,BARRA DO CORDA
MA,2101707,07331,Barreirinhas,BARREIRINHAS
MA,2101731,07161,Belágua,BELÁGUA
MA,2101772,07188,Bela Vista do Maranhão,BELA VISTA DO MARANHÃO
MA,2101806,07358,Benedito Leite,BENEDITO LEITE
MA,2101905,07374,Bequimão,BEQUIMÃO
MA,2101939,07200,Bernardo do Mearim,BERNARDO DO MEARIM
MA,2101970,07323,Boa Vista do Gurupi,BOA VISTA DO GURUPI
MA,2102002,09555,Bom Jardim,BOM JARDIM
MA,2102036,07269,Bom Jesus das Selvas,BOM JESUS DAS SELVAS
MA,2102077,07285,Bom Lugar,BOM LUGAR
MA,2102101,07390,Brejo,BREJO
MA,2102150,07307,Brejo de Areia,BREJO DE AREIA
MA,2102200,07412,Buriti,BURITI
MA,2102309,07439,Buriti Bravo,BURITI BRAVO
MA,2102325,07340,Buriticupu,BURITICUPU
MA,2102358,07366,Buritirana,BURITIRANA
MA,2102374,07226,Cachoeira Grande,CACHOEIRA GRANDE
MA,2102408,07455,Cajapió,CAJAPIÓ
MA,2102507,07471,Cajari,CAJARI
MA,2102556,07382,Campestre do Maranhão,CAMPESTRE DO MARANHÃO
MA,2102606,07498,Cândido Mendes,CÂNDIDO MENDES
MA,2102705,07510,Cantanhede,CANTANHEDE
MA,2102754,07404,Capinzal do Norte,CAPINZAL DO NORTE
MA,2102804,07536,Carolina,CAROLINA
MA,2102903,07552,Carutapera,CARUTAPERA
MA,2103000,07579,Caxias,CAXIAS
MA,2103109,07595,Cedral,CEDRAL
MA,2103125,07420,Central do Maranhão,CENTRAL DO MARANHÃO
MA,2103158,07447,Centro do Guilherme,CENTRO DO GUILHERME
MA,2103174,07463,Centro Novo do Maranhão,CENTRO NOVO DO MARANHÃO
MA,2103208,07617,Chapadinha,CHAPADINHA
MA,2103257,07480,Cidelândia,CIDELÂNDIA
MA,2103307,07633,Codó,CODÓ
MA,2103406,07650,Coelho Neto,COELHO NETO
MA,2103505,07676,Colinas,COLINAS
MA,2103554,07501,Conceição do Lago-Açu,CONCEIÇÃO DO LAGO-AÇU
MA,2103604,07692,Coroatá,COROATÁ
MA,2103703,07714,Cururupu,CURURUPU
MA,2103752,07242,Davinópolis,DAVINÓPOLIS
MA,2103802,07730,Dom Pedro,DOM PEDRO
MA,2103901,07757,Duque Bacelar,DUQUE BACELAR
MA,2104008,07773,Esperantinópolis,ESPERANTINÓPOLIS
MA,2104057,09636,Estreito,ESTREITO
MA,2104073,07528,Feira Nova do Maranhão,FEIRA NOVA DO MARANHÃO
MA,2104081,07544,Fernando Falcão,FERNANDO FALCÃO
MA,2104099,07560,Formosa da Serra Negra,FORMOSA DA SERRA NEGRA
MA,2104107,07790,Fortaleza dos Nogueiras,FORTALEZA DOS NOGUEIRAS
MA,2104206,07811,Fortuna,FORTUNA
MA,2104305,07838,Godofredo Viana,GODOFREDO VIANA
MA,2104404,07854,Gonçalves Dias,GONÇALVES DIAS
MA,2104503,07870,Governador Archer,GOVERNADOR ARCHER
MA,2104552,07609,Governador Edison Lobão,GOVERNADOR EDISON LOBÃO
MA,2104602,07897,Governador Eugênio Barros,GOVERNADOR EUGÊNIO BARROS
MA,2104628,07625,Governador Luiz Rocha,GOVERNADOR LUIZ ROCHA
MA,2104651,07641,Governador Newton Bello,GOVERNADOR NEWTON BELLO
MA,2104677,07668,Governador Nunes Freire,GOVERNADOR NUNES FREIRE
MA,2104701,07919,Graça Aranha,GRAÇA ARANHA
MA,2104800,07935,Grajaú,GRAJAÚ
MA,2104909,07951,Guimarães,GUIMARÃES
MA,2105005,07978,Humberto de Campos,HUMBERTO DE CAMPOS
MA,2105104,07994,Icatu,ICATU
MA,2105153,07684,Igarapé do Meio,IGARAPÉ DO MEIO
MA,2105203,08010,Igarapé Grande,IGARAPÉ GRANDE
MA,2105302,08036,Imperatriz,IMPERATRIZ
MA,2105351,07706,Itaipava do Grajaú,ITAIPAVA DO GRAJAÚ
MA,2105401,08079,Itapecuru Mirim,ITAPECURU MIRIM
MA,2105427,07722,Itinga do Maranhão,ITINGA DO MARANHÃO
MA,2105450,07749,Jatobá,JATOBÁ
MA,2105476,07765,Jenipapo dos Vieiras,JENIPAPO DOS VIEIRAS
MA,2105500,08095,João Lisboa,JOÃO LISBOA
MA,2105609,08117,Joselândia,JOSELÂNDIA
MA,2105658,07781,Junco do Maranhão,JUNCO DO MARANHÃO
MA,2105708,08133,Lago da Pedra,LAGO DA PEDRA
MA,2105807,08150,Lago do Junco,LAGO DO JUNCO
MA,2105906,08176,Lago Verde,LAGO VERDE
MA,2105922,07820,Lagoa do Mato,LAGOA DO MATO
MA,2105948,07803,Lago dos Rodrigues,LAGO DOS RODRIGUES
MA,2105963,07846,Lagoa Grande do Maranhão,LAGOA GRANDE DO MARANHÃO
MA,2105989,07862,Lajeado Novo,LAJEADO NOVO
MA,2106003,08192,Lima Campos,LIMA CAMPOS
MA,2106102,08214,Loreto,LORETO
MA,2106201,08230,Luís Domingues,LUÍS DOMINGUES
MA,2106300,08257,Magalhães de Almeida,MAGALHÃES DE ALMEIDA
MA,2106326,07889,Maracaçumé,MARACAÇUMÉ
MA,2106359,07900,Marajá do Sena,MARAJÁ DO SENA
MA,2106375,07927,Maranhãozinho,MARANHÃOZINHO
MA,2106409,08273,Mata Roma,MATA ROMA
MA,2106508,08290,Matinha,MATINHA
MA,2106607,08311,Matões,MATÕES
MA,2106631,07943,Matões do Norte,MATÕES DO NORTE
MA,2106672,07960,Milagres do Maranhão,MILAGRES DO MARANHÃO
MA,2106706,08338,Mirador,MIRADOR
MA,2106755,09695,Miranda do Norte,MIRANDA DO NORTE
MA,2106805,08354,Mirinzal,MIRINZAL
MA,2106904,08370,Monção,MONÇÃO
MA,2107001,08397,Montes Altos,MONTES ALTOS
MA,2107100,08419,Morros,MORROS
MA,2107209,08435,Nina Rodrigues,NINA RODRIGUES
MA,2107258,07986,Nova Colinas,NOVA COLINAS
MA,2107308,08451,Nova Iorque,NOVA IORQUE
MA,2107357,08001,Nova Olinda do Maranhão,NOVA OLINDA DO MARANHÃO
MA,2107407,08478,Olho d'Água das Cunhãs,OLHO D'ÁGUA DAS CUNHÃS
MA,2107456,08028,Olinda Nova do Maranhão,OLINDA NOVA DO MARANHÃO
MA,2107506,08494,Paço do Lumiar,PAÇO DO LUMIAR
MA,2107605,08516,Palmeirândia,PALMEIRÂNDIA
MA,2107704,08532,Paraibano,PARAIBANO
MA,2107803,08559,Parnarama,PARNARAMA
MA,2107902,08575,Passagem Franca,PASSAGEM FRANCA
MA,2108009,08591,Pastos Bons,PASTOS BONS
MA,2108058,08044,Paulino Neves,PAULINO NEVES
MA,2108108,09598,Paulo Ramos,PAULO RAMOS
MA,2108207,08613,Pedreiras,PEDREIRAS
MA,2108256,08060,Pedro do Rosário,PEDRO DO ROSÁRIO
MA,2108306,08630,Penalva,PENALVA
MA,2108405,08656,Peri Mirim,PERI MIRIM
MA,2108454,08087,Peritoró,PERITORÓ
MA,2108504,08672,Pindaré-Mirim,PINDARÉ-MIRIM
MA,2108603,08699,Pinheiro,PINHEIRO
MA,2108702,08710,Pio XII,PIO XII
MA,2108801,08737,Pirapemas,PIRAPEMAS
MA,2108900,08753,Poção de Pedras,POÇÃO DE PEDRAS
MA,2109007,08770,Porto Franco,PORTO FRANCO
MA,2109056,08109,Porto Rico do Maranhão,PORTO RICO DO MARANHÃO
MA,2109106,08796,Presidente Dutra,PRESIDENTE DUTRA
MA,2109205,08818,Presidente Juscelino,PRESIDENTE JUSCELINO
MA,2109239,08125,Presidente Médici,PRESIDENTE MÉDICI
MA,2109270,08141,Presidente Sarney,PRESIDENTE SARNEY
MA,2109304,08834,Presidente Vargas,PRESIDENTE VARGAS
MA,2109403,08850,Primeira Cruz,PRIMEIRA CRUZ
MA,2109452,08168,Raposa,RAPOSA
MA,2109502,08877,Riachão,RIACHÃO
MA,2109551,08184,Ribamar Fiquene,RIBAMAR FIQUENE
MA,2109601,08915,Rosário,ROSÁRIO
MA,2109700,08931,Sambaíba,SAMBAÍBA
MA,2109759,08206,Santa Filomena do Maranhão,SANTA FILOMENA DO MARANHÃO
MA,2109809,08958,Santa Helena,SANTA HELENA
MA,2109908,09571,Santa Inês,SANTA INÊS
MA,2110005,08974,Santa Luzia,SANTA LUZIA
MA,2110039,09652,Santa Luzia do Paruá,SANTA LUZIA DO PARUÁ
MA,2110104,08990,Santa Quitéria do Maranhão,SANTA QUITÉRIA DO MARANHÃO
MA,2110203,09016,Santa Rita,SANTA RITA
MA,2110237,08222,Santana do Maranhão,SANTANA DO MARANHÃO
MA,2110278,08249,Santo Amaro do Maranhão,SANTO AMARO DO MARANHÃO
MA,2110302,09032,Santo Antônio dos Lopes,SANTO ANTÔNIO DOS LOPES
MA,2110401,09059,São Benedito do Rio Preto,SÃO BENEDITO DO RIO PRETO
MA,2110500,09075,São Bento,SÃO BENTO
MA,2110609,09091,São Bernardo,SÃO BERNARDO
MA,2110658,08265,São Domingos do Azeitão,SÃO DOMINGOS DO AZEITÃO
MA,2110708,09113,São Domingos do Maranhão,SÃO DOMINGOS DO MARANHÃO
MA,2110807,09130,São Félix de Balsas,SÃO FÉLIX DE BALSAS
MA,2110856,08281,São Francisco do Brejão,SÃO FRANCISCO DO BREJÃO
MA,2110906,09156,São Francisco do Maranhão,SÃO FRANCISCO DO MARANHÃO
MA,2111003,09172,São João Batista,SÃO JOÃO BATISTA
MA,2111029,08303,São João do Carú,SÃO JOÃO DO CARÚ
MA,2111052,08320,São João do Paraíso,SÃO JOÃO DO PARAÍSO
MA,2111078,08346,São João do Soter,SÃO JOÃO DO SOTER
MA,2111102,09199,São João dos Patos,SÃO JOÃO DOS PATOS
MA,2111201,08893,São José de Ribamar,SÃO JOSÉ DE RIBAMAR
MA,2111250,08362,São José dos Basílios,SÃO JOSÉ DOS BASÍLIOS
MA,2111300,09210,São Luís,SÃO LUÍS
MA,2111409,08052,São Luís Gonzaga do Maranhão,SÃO LUÍS GONZAGA DO MARANHÃO
MA,2111508,09237,São Mateus do Maranhão,SÃO MATEUS DO MARANHÃO
MA,2111532,08389,São Pedro da Água Branca,SÃO PEDRO DA ÁGUA BRANCA
MA,2111573,08400,São Pedro dos Crentes,SÃO PEDRO DOS CRENTES
MA,2111607,09253,São Raimundo das Mangabeiras,SÃO RAIMUNDO DAS MANGABEIRAS
MA,2111631,08427,São Raimundo do Doca Bezerra,SÃO RAIMUNDO DO DOCA BEZERRA
MA,2111672,08443,São Roberto,SÃO ROBERTO
MA,2111706,09270,São Vicente Ferrer,SÃO VICENTE FERRER
MA,2111722,08460,Satubinha,SATUBINHA
MA,2111748,08486,Senador Alexandre Costa,SENADOR ALEXANDRE COSTA
MA,2111763,08508,Senador La Rocque,SENADOR LA ROCQUE
MA,2111789,08524,Serrano do Maranhão,SERRANO DO MARANHÃO
MA,2111805,09296,Sítio Novo,SÍTIO NOVO
MA,2111904,09318,Sucupira do Norte,SUCUPIRA DO NORTE
MA,2111953,08540,Sucupira do Riachão,SUCUPIRA DO RIACHÃO
MA,2112001,09334,Tasso Fragoso,TASSO FRAGOSO
MA,2112100,09350,Timbiras,TIMBIRAS
MA,2112209,09377,Timon,TIMON
MA,2112233,08567,Trizidela do Vale,TRIZIDELA DO VALE
MA,2112274,08583,Tufilândia,TUFILÂNDIA
MA,2112308,09393,Tuntum,TUNTUM
MA,2112407,09415,Turiaçu,TURIAÇU
MA,2112456,08605,Turilândia,TURILÂNDIA
MA,2112506,09431,Tutóia,TUTÓIA
MA,2112605,09458,Urbano Santos,URBANO SANTOS
MA,2112704,09474,Vargem Grande,VARGEM GRANDE
MA,2112803,09490,Viana,VIANA
MA,2112852,08621,Vila Nova dos Martírios,VILA NOVA DOS MARTÍRIOS
MA,2112902,09512,Vitória do Mearim,VITÓRIA DO MEARIM
MA,2113009,09539,Vitorino Freire,VITORINO FREIRE
MA,2114007,09717,Zé Doca,ZÉ DOCA
PI,2200053,12327,Acauã,ACAUÃ
PI,2200103,10014,Agricolândia,AGRICOLÂNDIA
PI,2200202,10030,Água Branca,ÁGUA BRANCA
PI,2200251,12319,Alagoinha do Piauí,ALAGOINHA DO PIAUÍ
PI,2200277,10022,Alegrete do Piauí,ALEGRETE DO PIAUÍ
PI,2200301,10057,Alto Longá,ALTO LONGÁ
PI,2200400,10073,Altos,ALTOS
PI,2200459,12084,Alvorada do Gurguéia,ALVORADA DO GURGUÉIA
PI,2200509,10090,Amarante,AMARANTE
PI,2200608,10111,Angical do Piauí,ANGICAL DO PIAUÍ
PI,2200707,10138,Anísio de Abreu,ANÍSIO DE ABREU
PI,2200806,10154,Antônio Almeida,ANTÔNIO ALMEIDA
PI,2200905,10170,Aroazes,AROAZES
PI,2200954,12734,Aroeiras do Itaim,AROEIRAS DO ITAIM
PI,2201002,10197,Arraial,ARRAIAL
PI,2201051,12106,Assunção do Piauí,ASSUNÇÃO DO PIAUÍ
PI,2201101,10219,Avelino Lopes,AVELINO LOPES
PI,2201150,10049,Baixa Grande do Ribeiro,BAIXA GRANDE DO RIBEIRO
PI,2201176,10600,Barra D'Alcântara,BARRA D'ALCÂNTARA
PI,2201200,10235,Barras,BARRAS
PI,2201309,10251,Barreiras do Piauí,BARREIRAS DO PIAUÍ
PI,2201408,10278,Barro Duro,BARRO DURO
PI,2201507,10294,Batalha,BATALHA
PI,2201556,10626,Bela Vista do Piauí,BELA VISTA DO PIAUÍ
PI,2201572,12335,Belém do Piauí,BELÉM DO PIAUÍ
PI,2201606,10316,Beneditinos,BENEDITINOS
PI,2201705,10332,Bertolínia,BERTOLÍNIA
PI,2201739,12122,Betânia do Piauí,BETÂNIA DO PIAUÍ
PI,2201770,10669,Boa Hora,BOA HORA
PI,2201804,10359,Bocaina,BOCAINA
PI,2201903,10375,Bom Jesus,BOM JESUS
PI,2201919,10065,Bom Princípio do Piauí,BOM PRINCÍPIO DO PIAUÍ
PI,2201929,10081,Bonfim do Piauí,BONFIM DO PIAUÍ
PI,2201945,12149,Boqueirão do Piauí,BOQUEIRÃO DO PIAUÍ
PI,2201960,10006,Brasileira,BRASILEIRA
PI,2201988,10642,Brejo do Piauí,BREJO DO PIAUÍ
PI,2202000,10391,Buriti dos Lopes,BURITI DOS LOPES
PI,2202026,10103,Buriti dos Montes,BURITI DOS MONTES
PI,2202059,10120,Cabeceiras do Piauí,CABECEIRAS DO PIAUÍ
PI,2202075,12343,Cajazeiras do Piauí,CAJAZEIRAS DO PIAUÍ
PI,2202083,12572,Cajueiro da Praia,CAJUEIRO DA PRAIA
PI,2202091,10146,Caldeirão Grande do Piauí,CALDEIRÃO GRANDE DO PIAUÍ
PI,2202109,10413,Campinas do Piauí,CAMPINAS DO PIAUÍ
PI,2202117,12351,Campo Alegre do Fidalgo,CAMPO ALEGRE DO FIDALGO
PI,2202133,10723,Campo Grande do Piauí,CAMPO GRANDE DO PIAUÍ
PI,2202174,10740,Campo Largo do Piauí,CAMPO LARGO DO PIAUÍ
PI,2202208,10430,Campo Maior,CAMPO MAIOR
PI,2202251,10162,Canavieira,CANAVIEIRA
PI,2202307,10456,Canto do Buriti,CANTO DO BURITI
PI,2202406,10472,Capitão de Campos,CAPITÃO DE CAMPOS
PI,2202455,10707,Capitão Gervásio Oliveira,CAPITÃO GERVÁSIO OLIVEIRA
PI,2202505,10499,Caracol,CARACOL
PI,2202539,12670,Caraúbas do Piauí,CARAÚBAS DO PIAUÍ
PI,2202554,12165,Caridade do Piauí,CARIDADE DO PIAUÍ
PI,2202604,10510,Castelo do Piauí,CASTELO DO PIAUÍ
PI,2202653,12688,Caxingó,CAXINGÓ
PI,2202703,10537,Cocal,COCAL
PI,2202711,12360,Cocal de Telha,COCAL DE TELHA
PI,2202729,12696,Cocal dos Alves,COCAL DOS ALVES
PI,2202737,10189,Coivaras,COIVARAS
PI,2202752,10200,Colônia do Gurguéia,COLÔNIA DO GURGUÉIA
PI,2202778,10227,Colônia do Piauí,COLÔNIA DO PIAUÍ
PI,2202802,10553,Conceição do Canindé,CONCEIÇÃO DO CANINDÉ
PI,2202851,10243,Coronel José Dias,CORONEL JOSÉ DIAS
PI,2202901,10570,Corrente,CORRENTE
PI,2203008,10596,Cristalândia do Piauí,CRISTALÂNDIA DO PIAUÍ
PI,2203107,10618,Cristino Castro,CRISTINO CASTRO
PI,2203206,10634,Curimatá,CURIMATÁ
PI,2203230,10766,Currais,CURRAIS
PI,2203255,12580,Curralinhos,CURRALINHOS
PI,2203271,12181,Curral Novo do Piauí,CURRAL NOVO DO PIAUÍ
PI,2203305,10650,Demerval Lobão,DEMERVAL LOBÃO
PI,2203354,12297,Dirceu Arcoverde,DIRCEU ARCOVERDE
PI,2203404,10677,Dom Expedito Lopes,DOM EXPEDITO LOPES
PI,2203420,11410,Domingos Mourão,DOMINGOS MOURÃO
PI,2203453,10685,Dom Inocêncio,DOM INOCÊNCIO
PI,2203503,10693,Elesbão Veloso,ELESBÃO VELOSO
PI,2203602,10715,Eliseu Martins,ELISEU MARTINS
PI,2203701,10731,Esperantina,ESPERANTINA
PI,2203750,10260,Fartura do Piauí,FARTURA DO PIAUÍ
PI,2203800,10758,Flores do Piauí,FLORES DO PIAUÍ
PI,2203859,12637,Floresta do Piauí,FLORESTA DO PIAUÍ
PI,2203909,10774,Floriano,FLORIANO
PI,2204006,10790,Francinópolis,FRANCINÓPOLIS
PI,2204105,10812,Francisco Ayres,FRANCISCO AYRES
PI,2204154,12378,Francisco Macedo,FRANCISCO MACEDO
PI,2204204,10839,Francisco Santos,FRANCISCO SANTOS
PI,2204303,10855,Fronteiras,FRONTEIRAS
PI,2204352,10782,Geminiano,GEMINIANO
PI,2204402,10871,Gilbués,GILBUÉS
PI,2204501,10898,Guadalupe,GUADALUPE
PI,2204550,10804,Guaribas,GUARIBAS
PI,2204600,10910,Hugo Napoleão,HUGO NAPOLEÃO
PI,2204659,10820,Ilha Grande,ILHA GRANDE
PI,2204709,10936,Inhuma,INHUMA
PI,2204808,10952,Ipiranga do Piauí,IPIRANGA DO PIAUÍ
PI,2204907,10979,Isaías Coelho,ISAÍAS COELHO
PI,2205003,10995,Itainópolis,ITAINÓPOLIS
PI,2205102,11010,Itaueira,ITAUEIRA
PI,2205151,10286,Jacobina do Piauí,JACOBINA DO PIAUÍ
PI,2205201,11037,Jaicós,JAICÓS
PI,2205250,10308,Jardim do Mulato,JARDIM DO MULATO
PI,2205276,12394,Jatobá do Piauí,JATOBÁ DO PIAUÍ
PI,2205300,11053,Jerumenha,JERUMENHA
PI,2205359,12386,João Costa,JOÃO COSTA
PI,2205409,11070,Joaquim Pires,JOAQUIM PIRES
PI,2205458,12408,Joca Marques,JOCA MARQUES
PI,2205508,11096,José de Freitas,JOSÉ DE FREITAS
PI,2205516,12416,Juazeiro do Piauí,JUAZEIRO DO PIAUÍ
PI,2205524,12203,Júlio Borges,JÚLIO BORGES
PI,2205532,10847,Jurema,JUREMA
PI,2205540,12432,Lagoinha do Piauí,LAGOINHA DO PIAUÍ
PI,2205557,10324,Lagoa Alegre,LAGOA ALEGRE
PI,2205565,10340,Lagoa do Barro do Piauí,LAGOA DO BARRO DO PIAUÍ
PI,2205573,10863,Lagoa de São Francisco,LAGOA DE SÃO FRANCISCO
PI,2205581,12424,Lagoa do Piauí,LAGOA DO PIAUÍ
PI,2205599,12220,Lagoa do Sítio,LAGOA DO SÍTIO
PI,2205607,11118,Landri Sales,LANDRI SALES
PI,2205706,11134,Luís Correia,LUIS CORREIA
PI,2205805,11150,Luzilândia,LUZILÂNDIA
PI,2205854,12440,Madeiro,MADEIRO
PI,2205904,11177,Manoel Emídio,MANOEL EMÍDIO
PI,2205953,10367,Marcolândia,MARCOLÂNDIA
PI,2206001,11193,Marcos Parente,MARCOS PARENTE
PI,2206050,12467,Massapê do Piauí,MASSAPÊ DO PIAUÍ
PI,2206100,11215,Matias Olímpio,MATIAS OLÍMPIO
PI,2206209,11231,Miguel Alves,MIGUEL ALVES
PI,2206308,11258,Miguel Leão,MIGUEL LEÃO
PI,2206357,12246,Milton Brandão,MILTON BRANDÃO
PI,2206407,11274,Monsenhor Gil,MONSENHOR GIL
PI,2206506,11290,Monsenhor Hipólito,MONSENHOR HIPÓLITO
PI,2206605,11312,Monte Alegre do Piauí,MONTE ALEGRE DO PIAUÍ
PI,2206654,10880,Morro Cabeça no Tempo,MORRO CABEÇA NO TEMPO
PI,2206670,12459,Morro do Chapéu do Piauí,MORRO DO CHAPÉU DO PIAUÍ
PI,2206696,12475,Murici dos Portelas,MURICI DOS PORTELAS
PI,2206704,11339,Nazaré do Piauí,NAZARÉ DO PIAUÍ
PI,2206720,12726,Nazária,NAZÁRIA
PI,2206753,10928,Nossa Senhora de Nazaré,NOSSA SENHORA DE NAZARÉ
PI,2206803,11355,Nossa Senhora dos Remédios,NOSSA SENHORA DOS REMÉDIOS
PI,2206902,11371,Novo Oriente do Piauí,NOVO ORIENTE DO PIAUÍ
PI,2206951,10901,Novo Santo Antônio,NOVO SANTO ANTÔNIO
PI,2207009,11398,Oeiras,OEIRAS
PI,2207108,12483,Olho D'Água do Piauí,OLHO D'ÁGUA DO PIAUÍ
PI,2207207,11436,Padre Marcos,PADRE MARCOS
PI,2207306,11452,Paes Landim,PAES LANDIM
PI,2207355,12262,Pajeú do Piauí,PAJEÚ DO PIAUÍ
PI,2207405,11479,Palmeira do Piauí,PALMEIRA DO PIAUÍ
PI,2207504,11495,Palmeirais,PALMEIRAIS
PI,2207553,10944,Paquetá,PAQUETÁ
PI,2207603,11517,Parnaguá,PARNAGUÁ
PI,2207702,11533,Parnaíba,PARNAÍBA
PI,2207751,10405,Passagem Franca do Piauí,PASSAGEM FRANCA DO PIAUÍ
PI,2207777,10383,Patos do Piauí,PATOS DO PIAUÍ
PI,2207793,12718,Pau D'Arco do Piauí,PAU D'ARCO DO PIAUÍ
PI,2207801,11550,Paulistana,PAULISTANA
PI,2207850,12289,Pavussu,PAVUSSU
PI,2207900,11576,Pedro II,PEDRO II
PI,2207934,12491,Pedro Laurentino,PEDRO LAURENTINO
PI,2207959,10960,Nova Santa Rita,NOVA SANTA RITA
PI,2208007,11592,Picos,PICOS
PI,2208106,11614,Pimenteiras,PIMENTEIRAS
PI,2208205,11630,Pio IX,PIO IX
PI,2208304,11657,Piracuruca,PIRACURUCA
PI,2208403,11673,Piripiri,PIRIPIRI
PI,2208502,11690,Porto,PORTO
PI,2208551,12599,Porto Alegre do Piauí,PORTO ALEGRE DO PIAUÍ
PI,2208601,11711,Prata do Piauí,PRATA DO PIAUÍ
PI,2208650,10421,Queimada Nova,QUEIMADA NOVA
PI,2208700,11738,Redenção do Gurguéia,REDENÇÃO DO GURGUÉIA
PI,2208809,11754,Regeneração,REGENERAÇÃO
PI,2208858,12300,Riacho Frio,RIACHO FRIO
PI,2208874,12602,Ribeira do Piauí,RIBEIRA DO PIAUÍ
PI,2208908,11770,Ribeiro Gonçalves,RIBEIRO GONÇALVES
PI,2209005,11797,Rio Grande do Piauí,RIO GRANDE DO PIAUÍ
PI,2209104,11819,Santa Cruz do Piauí,SANTA CRUZ DO PIAUÍ
PI,2209153,10448,Santa Cruz dos Milagres,SANTA CRUZ DOS MILAGRES
PI,2209203,11835,Santa Filomena,SANTA FILOMENA
PI,2209302,11851,Santa Luz,SANTA LUZ
PI,2209351,10480,Santana do Piauí,SANTANA DO PIAUÍ
PI,2209377,10464,Santa Rosa do Piauí,SANTA ROSA DO PIAUÍ
PI,2209401,11878,Santo Antônio de Lisboa,SANTO ANTÔNIO DE LISBOA
PI,2209450,12653,Santo Antônio dos Milagres,SANTO ANTÔNIO DOS MILAGRES
PI,2209500,11894,Santo Inácio do Piauí,SANTO INÁCIO DO PIAUÍ
PI,2209559,10502,São Braz do Piauí,SÃO BRAZ DO PIAUÍ
PI,2209609,11916,São Félix do Piauí,SÃO FÉLIX DO PIAUÍ
PI,2209658,12505,São Francisco de Assis do Piauí,SÃO FRANCISCO DE ASSIS DO PIAUÍ
PI,2209708,11932,São Francisco do Piauí,SÃO FRANCISCO DO PIAUÍ
PI,2209757,12610,São Gonçalo do Gurguéia,SÃO GONÇALO DO GURGUÉIA
PI,2209807,11959,São Gonçalo do Piauí,SÃO GONÇALO DO PIAUÍ
PI,2209856,11088,São João da Canabrava,SÃO JOÃO DA CANABRAVA
PI,2209872,12009,São João da Fronteira,SÃO JOÃO DA FRONTEIRA
PI,2209906,11975,São João da Serra,SÃO JOÃO DA SERRA
PI,2209955,12025,São João da Varjota,SÃO JOÃO DA VARJOTA
PI,2209971,10987,São João do Arraial,SÃO JOÃO DO ARRAIAL
PI,2210003,11991,São João do Piauí,SÃO JOÃO DO PIAUÍ
PI,2210052,10529,São José do Divino,SÃO JOSÉ DO DIVINO
PI,2210102,12017,São José do Peixe,SÃO JOSÉ DO PEIXE
PI,2210201,12033,São José do Piauí,SÃO JOSÉ DO PIAUÍ
PI,2210300,12050,São Julião,SÃO JULIÃO
PI,2210359,10561,São Lourenço do Piauí,SÃO LOURENÇO DO PIAUÍ
PI,2210375,12629,São Luis do Piauí,SÃO LUIS DO PIAUÍ
PI,2210383,12661,São Miguel da Baixa Grande,SÃO MIGUEL DA BAIXA GRANDE
PI,2210391,12700,São Miguel do Fidalgo,SÃO MIGUEL DO FIDALGO
PI,2210409,12076,São Miguel do Tapuio,SÃO MIGUEL DO TAPUIO
PI,2210508,12092,São Pedro do Piauí,SÃO PEDRO DO PIAUÍ
PI,2210607,12114,São Raimundo Nonato,SÃO RAIMUNDO NONATO
PI,2210623,12041,Sebastião Barros,SEBASTIÃO BARROS
PI,2210631,12068,Sebastião Leal,SEBASTIÃO LEAL
PI,2210656,10545,Sigefredo Pacheco,SIGEFREDO PACHECO
PI,2210706,12130,Simões,SIMÕES
PI,2210805,12157,Simplício Mendes,SIMPLÍCIO MENDES
PI,2210904,12173,Socorro do Piauí,SOCORRO DO PIAUÍ
PI,2210938,12513,Sussuapara,SUSSUAPARA
PI,2210953,12530,Tamboril do Piauí,TAMBORIL DO PIAUÍ
PI,2210979,12521,Tanque do Piauí,TANQUE DO PIAUÍ
PI,2211001,12190,Teresina,TERESINA
PI,2211100,12211,União,UNIÃO
PI,2211209,12238,Uruçuí,URUÇUÍ
PI,2211308,12254,Valença do Piauí,VALENÇA DO PIAUÍ
PI,2211357,10588,Várzea Branca,VÁRZEA BRANCA
PI,2211407,12270,Várzea Grande,VÁRZEA GRANDE
PI,2211506,12556,Vera Mendes,VERA MENDES
PI,2211605,12548,Vila Nova do Piauí,VILA NOVA DO PIAUÍ
PI,2211704,12564,Wall Ferraz,WALL FERRAZ
CE,2300101,13013,Abaiara,ABAIARA
CE,2300150,13145,Acarape,ACARAPE
CE,2300200,13030,Acaraú,ACARAÚ
CE,2300309,13056,Acopiara,ACOPIARA
CE,2300408,13072,Aiuaba,AIUABA
CE,2300507,13099,Alcântaras,ALCÂNTARAS
CE,2300606,13110,Altaneira,ALTANEIRA
CE,2300705,13137,Alto Santo,ALTO SANTO
CE,2300754,15873,Amontada,AMONTADA
CE,2300804,13153,Antonina do Norte,ANTONINA DO NORTE
CE,2300903,13170,Apuiarés,APUIARÉS
CE,2301000,13196,Aquiraz,AQUIRAZ
CE,2301109,13218,Aracati,ARACATI
CE,2301208,13234,Aracoiaba,ARACOIABA
CE,2301257,13420,Ararendá,ARARENDÁ
